date,description,charge,payment,card_id,net_change,rolling_balance
10-08-2023,E-comm shipping labels,276.33,0,CC-001,276.33,-32095.52
14-08-2023,E-comm shipping labels,218.91,0,CC-001,218.91,-31876.61
16-08-2023,Office & packaging supplies,186.33,0,CC-001,186.33,-31690.28
17-08-2023,E-comm shipping labels,631.12,0,CC-001,631.12,-31059.16
18-08-2023,Digital advertising spend,987.45,0,CC-001,987.45,-30071.71
25-08-2023,Digital advertising spend,2463.07,0,CC-001,2463.07,-27608.64
30-08-2023,Office & packaging supplies,227.46,0,CC-001,227.46,-27381.18
31-08-2023,E-comm shipping labels,302.89,0,CC-001,302.89,-27078.29
31-08-2023,Travel & meals,309.03,0,CC-001,309.03,-26769.26
01-09-2023,Software subscriptions,412.83,0,CC-001,412.83,-26356.43
04-09-2023,E-comm shipping labels,186.19,0,CC-001,186.19,-26170.24
05-09-2023,Credit card payment,0,8940.07,CC-001,-8940.07,-35110.31
06-09-2023,Office & packaging supplies,477.36,0,CC-001,477.36,-34632.95
12-09-2023,Digital advertising spend,2192.31,0,CC-001,2192.31,-32440.64
12-09-2023,Travel & meals,483.96,0,CC-001,483.96,-31956.68
14-09-2023,E-comm shipping labels,624.57,0,CC-001,624.57,-31332.11
18-09-2023,Digital advertising spend,1972.61,0,CC-001,1972.61,-29359.5
18-09-2023,E-comm shipping labels,676.06,0,CC-001,676.06,-28683.44
20-09-2023,Credit card payment,0,3023.49,CC-001,-3023.49,-31706.93
21-09-2023,E-comm shipping labels,508.14,0,CC-001,508.14,-31198.79
25-09-2023,Digital advertising spend,2619.48,0,CC-001,2619.48,-28579.31
25-09-2023,E-comm shipping labels,620.9,0,CC-001,620.9,-27958.41
28-09-2023,E-comm shipping labels,301.17,0,CC-001,301.17,-27657.24
01-10-2023,Software subscriptions,840.17,0,CC-001,840.17,-26817.07
02-10-2023,E-comm shipping labels,680.23,0,CC-001,680.23,-26136.84
04-10-2023,Office & packaging supplies,513.72,0,CC-001,513.72,-25623.12
05-10-2023,Credit card payment,0,5413.94,CC-001,-5413.94,-31037.06
05-10-2023,E-comm shipping labels,720.17,0,CC-001,720.17,-30316.89
09-10-2023,E-comm shipping labels,451.77,0,CC-001,451.77,-29865.12
09-10-2023,Travel & meals,584.81,0,CC-001,584.81,-29280.31
11-10-2023,Office & packaging supplies,275.82,0,CC-001,275.82,-29004.49
12-10-2023,Digital advertising spend,1760.66,0,CC-001,1760.66,-27243.83
12-10-2023,E-comm shipping labels,472.21,0,CC-001,472.21,-26771.62
16-10-2023,E-comm shipping labels,239.69,0,CC-001,239.69,-26531.93
18-10-2023,Digital advertising spend,973.37,0,CC-001,973.37,-25558.56
18-10-2023,Office & packaging supplies,515.46,0,CC-001,515.46,-25043.1
19-10-2023,E-comm shipping labels,731.89,0,CC-001,731.89,-24311.21
20-10-2023,Credit card payment,0,6947.34,CC-001,-6947.34,-31258.55
23-10-2023,E-comm shipping labels,631.13,0,CC-001,631.13,-30627.42
25-10-2023,Digital advertising spend,1303.6,0,CC-001,1303.6,-29323.82
25-10-2023,Office & packaging supplies,400.16,0,CC-001,400.16,-28923.66
26-10-2023,E-comm shipping labels,414.65,0,CC-001,414.65,-28509.01
30-10-2023,E-comm shipping labels,491.24,0,CC-001,491.24,-28017.77
01-11-2023,Office & packaging supplies,355.85,0,CC-001,355.85,-27661.92
01-11-2023,Software subscriptions,707.22,0,CC-001,707.22,-26954.7
06-11-2023,E-comm shipping labels,150.76,0,CC-001,150.76,-26803.94
08-11-2023,Office & packaging supplies,539.86,0,CC-001,539.86,-26264.08
08-11-2023,Travel & meals,1806.44,0,CC-001,1806.44,-24457.64
09-11-2023,E-comm shipping labels,672.75,0,CC-001,672.75,-23784.89
13-11-2023,E-comm shipping labels,675.31,0,CC-001,675.31,-23109.58
16-11-2023,E-comm shipping labels,682.38,0,CC-001,682.38,-22427.2
20-11-2023,Credit card payment,0,3862.32,CC-001,-3862.32,-26289.52
20-11-2023,E-comm shipping labels,430.14,0,CC-001,430.14,-25859.38
22-11-2023,Office & packaging supplies,302.14,0,CC-001,302.14,-25557.24
27-11-2023,E-comm shipping labels,722.31,0,CC-001,722.31,-24834.93
01-12-2023,Software subscriptions,996.78,0,CC-001,996.78,-23838.15
04-12-2023,E-comm shipping labels,663.51,0,CC-001,663.51,-23174.64
05-12-2023,Credit card payment,0,9423.47,CC-001,-9423.47,-32598.11
06-12-2023,Office & packaging supplies,139.13,0,CC-001,139.13,-32458.98
07-12-2023,E-comm shipping labels,208.52,0,CC-001,208.52,-32250.46
12-12-2023,Digital advertising spend,2552.17,0,CC-001,2552.17,-29698.29
14-12-2023,E-comm shipping labels,381.99,0,CC-001,381.99,-29316.3
18-12-2023,E-comm shipping labels,639.78,0,CC-001,639.78,-28676.52
20-12-2023,Credit card payment,0,3668.66,CC-001,-3668.66,-32345.18
21-12-2023,E-comm shipping labels,220.86,0,CC-001,220.86,-32124.32
25-12-2023,Digital advertising spend,2980.71,0,CC-001,2980.71,-29143.61
25-12-2023,E-comm shipping labels,545.08,0,CC-001,545.08,-28598.53
28-12-2023,E-comm shipping labels,685.86,0,CC-001,685.86,-27912.67
01-01-2024,E-comm shipping labels,433.88,0,CC-001,433.88,-27478.79
01-01-2024,Software subscriptions,755.54,0,CC-001,755.54,-26723.25
05-01-2024,Credit card payment,0,11162.47,CC-001,-11162.47,-37885.72
08-01-2024,E-comm shipping labels,760.67,0,CC-001,760.67,-37125.05
11-01-2024,E-comm shipping labels,713.4,0,CC-001,713.4,-36411.65
12-01-2024,Digital advertising spend,3181.22,0,CC-001,3181.22,-33230.43
17-01-2024,Office & packaging supplies,335.59,0,CC-001,335.59,-32894.84
18-01-2024,Digital advertising spend,1399.55,0,CC-001,1399.55,-31495.29
18-01-2024,E-comm shipping labels,247.42,0,CC-001,247.42,-31247.87
25-01-2024,Digital advertising spend,1841.88,0,CC-001,1841.88,-29405.99
25-01-2024,E-comm shipping labels,370.87,0,CC-001,370.87,-29035.12
30-01-2024,Travel & meals,2470.7,0,CC-001,2470.7,-26564.42
01-02-2024,E-comm shipping labels,672.25,0,CC-001,672.25,-25892.17
01-02-2024,Software subscriptions,852.06,0,CC-001,852.06,-25040.11
05-02-2024,Credit card payment,0,9161.39,CC-001,-9161.39,-34201.5
05-02-2024,E-comm shipping labels,370.68,0,CC-001,370.68,-33830.82
07-02-2024,Office & packaging supplies,527.06,0,CC-001,527.06,-33303.76
08-02-2024,E-comm shipping labels,635.94,0,CC-001,635.94,-32667.82
12-02-2024,Digital advertising spend,2443.08,0,CC-001,2443.08,-30224.74
14-02-2024,Office & packaging supplies,341.08,0,CC-001,341.08,-29883.66
15-02-2024,E-comm shipping labels,194.41,0,CC-001,194.41,-29689.25
19-02-2024,E-comm shipping labels,308.87,0,CC-001,308.87,-29380.38
20-02-2024,Credit card payment,0,7247.51,CC-001,-7247.51,-36627.89
22-02-2024,E-comm shipping labels,470.89,0,CC-001,470.89,-36157
26-02-2024,E-comm shipping labels,642.52,0,CC-001,642.52,-35514.48
29-02-2024,E-comm shipping labels,424.52,0,CC-001,424.52,-35089.96
01-03-2024,Software subscriptions,604.9,0,CC-001,604.9,-34485.06
05-03-2024,Credit card payment,0,10358.17,CC-001,-10358.17,-44843.23
07-03-2024,E-comm shipping labels,563.95,0,CC-001,563.95,-44279.28
12-03-2024,Digital advertising spend,1720.06,0,CC-001,1720.06,-42559.22
14-03-2024,E-comm shipping labels,225.13,0,CC-001,225.13,-42334.09
18-03-2024,Digital advertising spend,1799.5,0,CC-001,1799.5,-40534.59
18-03-2024,E-comm shipping labels,765.39,0,CC-001,765.39,-39769.2
20-03-2024,Credit card payment,0,10207.29,CC-001,-10207.29,-49976.49
20-03-2024,Office & packaging supplies,454.56,0,CC-001,454.56,-49521.93
21-03-2024,E-comm shipping labels,688.01,0,CC-001,688.01,-48833.92
25-03-2024,Digital advertising spend,3031.11,0,CC-001,3031.11,-45802.81
27-03-2024,Office & packaging supplies,267.2,0,CC-001,267.2,-45535.61
01-04-2024,E-comm shipping labels,514.12,0,CC-001,514.12,-45021.49
01-04-2024,Software subscriptions,1064.13,0,CC-001,1064.13,-43957.36
03-04-2024,Office & packaging supplies,559.85,0,CC-001,559.85,-43397.51
04-04-2024,E-comm shipping labels,515.96,0,CC-001,515.96,-42881.55
05-04-2024,Credit card payment,0,9980.47,CC-001,-9980.47,-52862.02
08-04-2024,E-comm shipping labels,509.63,0,CC-001,509.63,-52352.39
10-04-2024,Office & packaging supplies,450.43,0,CC-001,450.43,-51901.96
12-04-2024,Digital advertising spend,3263.42,0,CC-001,3263.42,-48638.54
15-04-2024,E-comm shipping labels,272.61,0,CC-001,272.61,-48365.93
17-04-2024,Office & packaging supplies,111.45,0,CC-001,111.45,-48254.48
18-04-2024,Digital advertising spend,2764.7,0,CC-001,2764.7,-45489.78
22-04-2024,E-comm shipping labels,473.61,0,CC-001,473.61,-45016.17
24-04-2024,Office & packaging supplies,606.71,0,CC-001,606.71,-44409.46
25-04-2024,Digital advertising spend,3086.8,0,CC-001,3086.8,-41322.66
29-04-2024,E-comm shipping labels,710.96,0,CC-001,710.96,-40611.7
01-05-2024,Software subscriptions,890.48,0,CC-001,890.48,-39721.22
06-05-2024,E-comm shipping labels,611.74,0,CC-001,611.74,-39109.48
08-05-2024,Office & packaging supplies,243.86,0,CC-001,243.86,-38865.62
09-05-2024,E-comm shipping labels,427.8,0,CC-001,427.8,-38437.82
13-05-2024,E-comm shipping labels,391.57,0,CC-001,391.57,-38046.25
16-05-2024,E-comm shipping labels,518.11,0,CC-001,518.11,-37528.14
20-05-2024,Credit card payment,0,9242.92,CC-001,-9242.92,-46771.06
20-05-2024,E-comm shipping labels,392.83,0,CC-001,392.83,-46378.23
20-05-2024,Travel & meals,2035.1,0,CC-001,2035.1,-44343.13
27-05-2024,E-comm shipping labels,757.77,0,CC-001,757.77,-43585.36
30-05-2024,E-comm shipping labels,440.56,0,CC-001,440.56,-43144.8
31-05-2024,Travel & meals,304.7,0,CC-001,304.7,-42840.1
01-06-2024,Software subscriptions,1070.38,0,CC-001,1070.38,-41769.72
03-06-2024,E-comm shipping labels,723.97,0,CC-001,723.97,-41045.75
05-06-2024,Credit card payment,0,8020.7,CC-001,-8020.7,-49066.45
06-06-2024,E-comm shipping labels,622.32,0,CC-001,622.32,-48444.13
12-06-2024,Digital advertising spend,1444.21,0,CC-001,1444.21,-46999.92
12-06-2024,Office & packaging supplies,191.21,0,CC-001,191.21,-46808.71
13-06-2024,E-comm shipping labels,760.37,0,CC-001,760.37,-46048.34
18-06-2024,Digital advertising spend,1319.94,0,CC-001,1319.94,-44728.4
19-06-2024,Office & packaging supplies,560.7,0,CC-001,560.7,-44167.7
20-06-2024,Credit card payment,0,5456.53,CC-001,-5456.53,-49624.23
25-06-2024,Digital advertising spend,872.92,0,CC-001,872.92,-48751.31
01-07-2024,Software subscriptions,1003.58,0,CC-001,1003.58,-47747.73
03-07-2024,Office & packaging supplies,601.48,0,CC-001,601.48,-47146.25
04-07-2024,E-comm shipping labels,736.25,0,CC-001,736.25,-46410
05-07-2024,Credit card payment,0,9110.59,CC-001,-9110.59,-55520.59
08-07-2024,E-comm shipping labels,446,0,CC-001,446,-55074.59
10-07-2024,Office & packaging supplies,478.25,0,CC-001,478.25,-54596.34
11-07-2024,E-comm shipping labels,341.84,0,CC-001,341.84,-54254.5
12-07-2024,Digital advertising spend,3217.24,0,CC-001,3217.24,-51037.26
15-07-2024,E-comm shipping labels,185.7,0,CC-001,185.7,-50851.56
17-07-2024,Office & packaging supplies,504.76,0,CC-001,504.76,-50346.8
18-07-2024,Digital advertising spend,2301.11,0,CC-001,2301.11,-48045.69
22-07-2024,E-comm shipping labels,471.04,0,CC-001,471.04,-47574.65
25-07-2024,Digital advertising spend,3013.91,0,CC-001,3013.91,-44560.74
01-08-2024,E-comm shipping labels,591.48,0,CC-001,591.48,-43969.26
01-08-2024,Software subscriptions,423.62,0,CC-001,423.62,-43545.64
05-08-2024,Credit card payment,0,7474.77,CC-001,-7474.77,-51020.41
05-08-2024,E-comm shipping labels,206.52,0,CC-001,206.52,-50813.89
08-08-2024,E-comm shipping labels,708.11,0,CC-001,708.11,-50105.78
12-08-2024,Digital advertising spend,2600.15,0,CC-001,2600.15,-47505.63
12-08-2024,E-comm shipping labels,199.51,0,CC-001,199.51,-47306.12
14-08-2024,Office & packaging supplies,296.34,0,CC-001,296.34,-47009.78
15-08-2024,E-comm shipping labels,581.41,0,CC-001,581.41,-46428.37
19-08-2024,E-comm shipping labels,313.58,0,CC-001,313.58,-46114.79
20-08-2024,Credit card payment,0,4065.13,CC-001,-4065.13,-50179.92
21-08-2024,Office & packaging supplies,452.57,0,CC-001,452.57,-49727.35
22-08-2024,E-comm shipping labels,523.31,0,CC-001,523.31,-49204.04
26-08-2024,E-comm shipping labels,359.4,0,CC-001,359.4,-48844.64
29-08-2024,Travel & meals,1991.59,0,CC-001,1991.59,-46853.05
01-09-2024,Software subscriptions,768.26,0,CC-001,768.26,-46084.79
02-09-2024,E-comm shipping labels,401.56,0,CC-001,401.56,-45683.23
04-09-2024,Office & packaging supplies,264.9,0,CC-001,264.9,-45418.33
05-09-2024,Credit card payment,0,5726.74,CC-001,-5726.74,-51145.07
05-09-2024,E-comm shipping labels,513.43,0,CC-001,513.43,-50631.64
09-09-2024,E-comm shipping labels,173.76,0,CC-001,173.76,-50457.88
09-09-2024,Travel & meals,1960.82,0,CC-001,1960.82,-48497.06
12-09-2024,Digital advertising spend,3032.22,0,CC-001,3032.22,-45464.84
12-09-2024,E-comm shipping labels,668.1,0,CC-001,668.1,-44796.74
13-09-2024,Travel & meals,683.99,0,CC-001,683.99,-44112.75
16-09-2024,E-comm shipping labels,213.01,0,CC-001,213.01,-43899.74
18-09-2024,Digital advertising spend,3079.34,0,CC-001,3079.34,-40820.4
20-09-2024,Credit card payment,0,4932.33,CC-001,-4932.33,-45752.73
25-09-2024,Digital advertising spend,3107.66,0,CC-001,3107.66,-42645.07
26-09-2024,E-comm shipping labels,207.22,0,CC-001,207.22,-42437.85
30-09-2024,E-comm shipping labels,552.46,0,CC-001,552.46,-41885.39
01-10-2024,Software subscriptions,736.75,0,CC-001,736.75,-41148.64
02-10-2024,Office & packaging supplies,230.32,0,CC-001,230.32,-40918.32
07-10-2024,E-comm shipping labels,314.2,0,CC-001,314.2,-40604.12
09-10-2024,Office & packaging supplies,521.13,0,CC-001,521.13,-40082.99
10-10-2024,E-comm shipping labels,549.91,0,CC-001,549.91,-39533.08
14-10-2024,E-comm shipping labels,418.12,0,CC-001,418.12,-39114.96
16-10-2024,Office & packaging supplies,359.3,0,CC-001,359.3,-38755.66
17-10-2024,E-comm shipping labels,656.35,0,CC-001,656.35,-38099.31
21-10-2024,E-comm shipping labels,249.73,0,CC-001,249.73,-37849.58
21-10-2024,Travel & meals,294.86,0,CC-001,294.86,-37554.72
25-10-2024,Digital advertising spend,2613,0,CC-001,2613,-34941.72
28-10-2024,E-comm shipping labels,244.19,0,CC-001,244.19,-34697.53
30-10-2024,Office & packaging supplies,464.39,0,CC-001,464.39,-34233.14
31-10-2024,E-comm shipping labels,352.9,0,CC-001,352.9,-33880.24
01-11-2024,Software subscriptions,753.99,0,CC-001,753.99,-33126.25
05-11-2024,Credit card payment,0,9440.57,CC-001,-9440.57,-42566.82
06-11-2024,Office & packaging supplies,334.71,0,CC-001,334.71,-42232.11
07-11-2024,E-comm shipping labels,219.19,0,CC-001,219.19,-42012.92
11-11-2024,E-comm shipping labels,702.65,0,CC-001,702.65,-41310.27
12-11-2024,Digital advertising spend,2217.64,0,CC-001,2217.64,-39092.63
13-11-2024,Office & packaging supplies,505.85,0,CC-001,505.85,-38586.78
18-11-2024,Digital advertising spend,714.47,0,CC-001,714.47,-37872.31
20-11-2024,Credit card payment,0,4326.7,CC-001,-4326.7,-42199.01
21-11-2024,E-comm shipping labels,235.82,0,CC-001,235.82,-41963.19
25-11-2024,Digital advertising spend,2080.44,0,CC-001,2080.44,-39882.75
28-11-2024,E-comm shipping labels,399.07,0,CC-001,399.07,-39483.68
01-12-2024,Software subscriptions,954.43,0,CC-001,954.43,-38529.25
04-12-2024,Office & packaging supplies,221.27,0,CC-001,221.27,-38307.98
05-12-2024,Credit card payment,0,5664.17,CC-001,-5664.17,-43972.15
09-12-2024,E-comm shipping labels,654.77,0,CC-001,654.77,-43317.38
11-12-2024,Office & packaging supplies,423.63,0,CC-001,423.63,-42893.75
12-12-2024,Digital advertising spend,2266.74,0,CC-001,2266.74,-40627.01
16-12-2024,E-comm shipping labels,522.35,0,CC-001,522.35,-40104.66
18-12-2024,Digital advertising spend,2713.88,0,CC-001,2713.88,-37390.78
19-12-2024,E-comm shipping labels,344.81,0,CC-001,344.81,-37045.97
19-12-2024,Travel & meals,2284.94,0,CC-001,2284.94,-34761.03
20-12-2024,Credit card payment,0,3205.76,CC-001,-3205.76,-37966.79
24-12-2024,Travel & meals,2109.59,0,CC-001,2109.59,-35857.2
25-12-2024,Digital advertising spend,1347.84,0,CC-001,1347.84,-34509.36
25-12-2024,Office & packaging supplies,520.59,0,CC-001,520.59,-33988.77
26-12-2024,E-comm shipping labels,654.8,0,CC-001,654.8,-33333.97
26-12-2024,Travel & meals,2494.58,0,CC-001,2494.58,-30839.39
