customer_id,signup_date,home_store,annual_visits,online_ratio,ltv_estimate,first_purchase_date,last_purchase_date,region,loyalty_member,total_purchases,total_spent,avg_purchase_value,visits_2023,has_escalation,escalation_reason,customer_rating
9072,17-05-2022,YYC NW,4,0,92.29,17-05-2022,05-03-2024,Calg NW,FALSE,11,,54.62,3,FALSE,None,3.9
219,04-03-2024,YYC-DT,5,2.4,78.12,04-03-2024,02-10-2024,CALGARY DOWNTOWN,N,6,193.89,52.18,3,0,None,4
1278,09-01-2023,YYC-DT,13,0,140.93,09-01-2023,01-09-2024,calgary downtown,FALSE,24,1872.13,76.32,14,No,None,3.5
355,21-04-2020,YYC-SE,19,0.66,235.74,21-04-2020,07-03-2023,Calg SE,FALSE,82,5094.55,59.61,20,FALSE,None,4.3
8517,22-09-2023,YYC-DT,3,1.62,68.2,22-09-2023,06-11-2024,Calgary Downtown,0,,31.61,,,N,none,4.6
9293,16-04-2021,YYC-SE,2,1.11,135.51,16-04-2021,25-09-2022,Calgary Se,TRUE,10,229.4,27.29,1,N,,4.5
6961,26-04-2020,ONLINE,2,2.03,194.21,26-04-2020,23-11-2022,Online,FALSE,12,1097.44,92.72,3,FALSE,,4.5
10323,23-12-2022,YYC-DT ,18,0,136.68,23-12-2022,,Calgary Downtown,0,26,2417.13,93.71,10,No,None,
10636,10-12-2020,YYC DT,10,1.25,213.55,,,CALGARY DOWNTOWN,FALSE,39,,83.67,8,0,,4.1
1984,18-05-2022,yyc-se,3,0.87,239.15,18-05-2022,16-07-2024,CALGARY SE,No,5,530.43,87.21,,1,Late Delivery,
3643,23-07-2021,yyc-dt,19,,92.91,23-07-2021,13-08-2023,Calgary Downtown,N,55,1571.7,,10,N,,4.2
7014,13-09-2023,yyc-se,18,0,70.29,13-09-2023,02-06-2024,calgary se,No,27,1278.02,53.2,,0,None,3.9
1247,07-06-2024,yyc-se,12,0.65,82.05,07-06-2024,05-11-2024,calgary se,N,5,460.94,92.75,14,N,NONE,4.6
1625,25-02-2021,YYC-DT ,15,0,101.98,25-02-2021,16-02-2022,calgary downtown,N,49,3827.5,77.29,17,FALSE,None ,4
8874,,YYC-DT,11,0,62,27-07-2023,,Calg Downtown,FALSE,13,,62.01,8,No,None,4
9937,,YYC-SE,5,0,243.19,,13-03-2024,Calg SE,FALSE,7,503.2,79.19,4,TRUE,,2.8
700,20-07-2024,ONLINE,8,0,150.54,20-07-2024,01-11-2024,Online  ,FALSE,5,271.52,68.42,6,FALSE,none,4.2
10003,30-10-2019,ONLINE,14,2.13,135.58,30-10-2019,04-05-2023,Online,Y,63,2032.49,35.53,,FALSE,,
8552,,YYC-DT,7,2.46,260.19,07-12-2024,11-06-2024,Calg Downtown,0,1,71.82,35.59,6,TRUE,,3.7
237,19-04-2024,ONLINE,8,2.48,51.84,19-04-2024,02-11-2024,Online,0,6,529.87,86.21,,TRUE,BILLING ERROR,2.7
5741,07-03-2020,YYC-NW,9,3.18,189.26,07-03-2020,10-11-2022,CALGARY NW,Y,40,3198.77,77.01,8,FALSE,,4.7
8891,08-06-2023,ONLINE,7,1.36,67.56,08-06-2023,07-06-2024,Online,Yes,11,,46.05,8,0,NONE,5.3
1785,17-09-2024,YYC-DT,12,0,65.32,17-09-2024,20-10-2024,Calg Downtown,1,3,166.67,52.86,15,0,None,
10350,06-02-2023,YYC-SE,10,0.27,197.61,06-02-2023,25-11-2024,CALGARY SE,Yes,16,1121.77,81.55,,FALSE,,3.6
5449,29-10-2022,ONLINE ,4,0,142.51,,,Online  ,Y,,251.37,42.01,2,Yes,Damaged Book ,3.2
269,16-11-2021,YYC-nw,3,0,174.45,16-11-2021,28-03-2024,Calgary Nw,No,9,685.49,79.86,,Yes,None,4.1
7912,05-10-2023,YYC DT,5,0,146.06,05-10-2023,,calgary downtown,N,4,239.88,58.33,2,TRUE,,3.2
2738,16-10-2022,ONLINE,8,0,148.78,16-10-2022,01-05-2023,ONLINE,TRUE,15,555.9,33.13,8,TRUE,,4.3
2688,08-04-2020,YYC-NW,3,0,40.86,08-04-2020,29-02-2024,Calg NW,No,9,657.1,64.38,0,FALSE,None,4.3
7732,02-12-2020,YYC-NW,17,0,76.97,02-12-2020,25-12-2022,Calgary NW,No,46,4014.84,90.36,11,1,late delivery,2.8
2101,08-03-2024,YYC-DT,9,1.31,320.46,08-03-2024,24-09-2024,Calgary Downtown,FALSE,6,,50.01,,Y,RUDE STAFF,3.5
9850,,yyc-nw,14,0.9,163.34,14-11-2021,23-07-2022,CALGARY NW,1,36,2224.59,60.16,14,TRUE,None,3.6
2370,13-05-2023,YYC-DT,6,1.76,296.33,13-05-2023,15-01-2024,Calgary Downtown,0,8,651.55,91.24,7,1,Billing Error ,3.8
8829,18-04-2022,YYC SE,11,0.27,79.19,18-04-2022,13-07-2024,Calgary SE  ,FALSE,25,1399.03,,8,,None,3.4
4415,01-09-2021,YYC-NW,,2.03,108.17,01-09-2021,01-10-2024,CALGARY NW,FALSE,43,3896.01,91.18,5,FALSE,none,4.2
8576,08-01-2019,YYC-nw,14,0,125.5,08-01-2019,11-07-2023,Calgary NW  ,Y,92,3678.57,40.9,13,N,NONE,4.1
6285,29-01-2020,YYC-DT,4,1.18,490.53,29-01-2020,04-03-2023,calgary downtown,0,,730.12,73.25,0,0,NONE,3.7
3995,19-05-2019,YYC-DT,3,0.34,385.36,,10-04-2024,Calgary Downtown,Y,16,670.07,41.44,3,Yes,DamagedBook,4.4
11859,30-08-2023,YYC-DT,,0,138.16,30-08-2023,12-08-2024,CALGARY DOWNTOWN,FALSE,19,852.76,48.71,,FALSE,None,3.9
4383,16-10-2024,YYC-NW,10,0.8,340.91,16-10-2024,16-01-2024,CALGARY NW,1,0,141.49,69.39,9,No,None,4.8
4945,24-07-2020,ONLINE,7,2.2,275.58,24-07-2020,06-05-2022,Online  ,FALSE,29,2267.23,80.55,6,TRUE,Website Issue ,4.1
1063,31-08-2022,YYC-NW,13,0,167.94,31-08-2022,13-05-2024,Calg NW,N,23,2136.09,91.3,11,0,None,4
3635,26-09-2019,ONLINE ,13,1.99,88.74,26-09-2019,03-04-2020,Online,FALSE,69,5991.3,89.02,7,No,None,4.5
1499,03-04-2019,YYC-NW,6,0,126.49,03-04-2019,,Calgary NW  ,FALSE,43,1299.69,29.44,4,1,late delivery,3
2698,16-10-2022,yyc-dt,9,2.56,662.11,16-10-2022,27-10-2023,calgary downtown,FALSE,18,1166.18,64.94,10,N,None,4
998,,ONLINE,3,4.33,230.89,12-01-2024,,Online,FALSE,6,,75.25,6,FALSE,None,3.7
8216,16-04-2020,YYC-SE,2,0,61.85,16-04-2020,02-01-2022,Calg SE,No,14,1191.09,93.5,2,FALSE,None,
3992,16-01-2021,YYC DT,,1.13,91.83,16-01-2021,25-12-2024,Calgary Downtown,No,69,2620.77,38.78,15,1,WEBSITE ISSUE,2.9
4427,20-01-2024,YYC DT,1,0,110.07,20-01-2024,02-11-2024,Calgary Downtown,0,3,177.6,89.4,1,N,,4.1
9195,16-03-2022,YYC-DT,15,3.12,126.04,16-03-2022,12-07-2023,CALGARY DOWNTOWN,N,41,2942.73,70.57,10,TRUE,Website Issue,4
8825,,YYC DT,,2.85,217.63,03-08-2021,07-11-2024,Calg Downtown,,47,2423.24,51.53,12,FALSE,,3.5
10517,24-09-2021,YYC-SE,,2.4,307.52,24-09-2021,18-03-2022,CALGARY SE,TRUE,52,3902.73,75.67,20,1,,
2887,10-05-2021,ONLINE,10,0,135.92,10-05-2021,25-12-2023,Online,FALSE,,982.76,32.01,,FALSE,,3.8
3092,01-08-2022,YYC-DT,,0,96.33,01-08-2022,22-11-2023,Calgary Downtown,FALSE,35,2479.21,66.88,10,TRUE,,3.2
7075,19-07-2024,YYC-NW,16,0,128.19,19-07-2024,16-11-2024,CALGARY NW,FALSE,,385.39,62.41,9,Yes,,
5762,20-07-2019,YYC-DT,6,0,105.34,20-07-2019,02-04-2024,Calg Downtown,No,,1253.14,43.83,4,0,NONE,3.7
8695,10-05-2024,YYC-NW,9,2.15,116.13,10-05-2024,21-10-2024,Calg NW,Y,3,222.37,56.4,10,TRUE,Billing Error,4.1
4343,,YYC-SE,2,0,219.45,30-06-2020,05-07-2023,Calgary Se,N,10,443.67,53.91,3,0,NONE,4
9816,,yyc-dt,3,0,397.42,08-04-2022,20-04-2024,Calg Downtown,N,4,165.36,,2,FALSE,,3.9
5595,10-05-2021,yyc-nw,8,0,310.26,10-05-2021,12-11-2021,Calgary NW  ,No,27,1923.75,71.4,6,FALSE,,4.2
2030,27-10-2024,YYC-DT,18,0,173.06,27-10-2024,21-07-2024,Calg Downtown,0,3,171.7,44.5,16,FALSE,,4
7456,18-10-2020,YYC-NW,10,0,126.62,18-10-2020,04-08-2022,CALGARY NW,0,46,3094.57,69.36,11,N,,
11914,06-12-2024,YYC-NW,14,2.64,100.5,06-12-2024,17-03-2024,Calg NW,No,2,201.08,49.72,,,NONE,4.2
7985,12-02-2022,YYC-NW ,8,0.1,10.49,12-02-2022,21-08-2022,Calgary Nw,No,23,1483.14,66.89,12,No,none,3.5
2299,17-04-2022,YYC DT,4,0.59,218.04,17-04-2022,29-09-2022,Calg Downtown,N,4,166.27,39.98,,FALSE,None,3.8
1777,11-02-2024,YYC-nw,6,0.67,100.52,11-02-2024,02-07-2024,calgary nw,FALSE,4,121.18,29.94,7,Y,,3.2
3231,22-11-2023,yyc-se,5,,98.1,22-11-2023,15-11-2024,CALGARY SE,0,5,341.75,69.21,,FALSE,none,0.4
8423,01-07-2024,yyc-nw,14,1.22,162.39,01-07-2024,16-10-2024,Calgary Nw,N,5,155.43,76.51,14,0,,3.8
8218,05-11-2022,YYC NW,,0.15,168.35,05-11-2022,,Calgary NW  ,0,32,1007.37,33.43,15,,NONE,3.6
10886,03-06-2023,YYC-DT,,2.67,181.87,03-06-2023,27-10-2024,Calgary Downtown,TRUE,13,852.56,62.59,11,FALSE,none,4.2
8186,31-05-2023,YYC SE,1,0,139.67,31-05-2023,27-08-2024,Calg SE,FALSE,3,246.09,58.39,1,N,None,4
2487,23-06-2022,YYC-DT,5,0.76,58.97,23-06-2022,24-07-2023,calgary downtown,0,15,710.25,48.88,6,TRUE,Damaged Book,3
9433,19-04-2021,yyc-se,4,2.6,248.6,19-04-2021,15-02-2022,Calgary Se,TRUE,6,255.02,50.89,,TRUE,WebsiteIssue,3.6
2848,16-01-2024,online,15,0,314.88,16-01-2024,30-06-2024,Online,FALSE,14,1322.84,93.08,13,N,None,4
9434,21-01-2022,YYC-NW,4,2.75,18.96,21-01-2022,16-10-2023,Calgary NW  ,No,8,414.69,54.7,3,N,None,4.1
7782,25-10-2022,YYC-DT ,18,,375.25,25-10-2022,27-10-2024,Calgary Downtown,N,32,2553.45,78.87,,TRUE,Billing Error ,
964,06-06-2022,YYC-DT,3,0,304.92,06-06-2022,28-11-2024,calgary downtown,,7,374.13,52.52,4,Yes,DamagedBook,
6978,05-04-2019,YYC-dt,15,0.59,297.82,05-04-2019,11-11-2020,Calgary Downtown  ,FALSE,66,5256.67,80.13,15,0,None ,4.2
9279,,YYC-DT,19,0,106.36,23-01-2023,06-08-2023,CALGARY DOWNTOWN,Yes,,2360.54,88.54,15,FALSE,,4.4
1876,07-09-2020,YYC-DT,5,1.52,66.37,07-09-2020,31-01-2022,Calg Downtown,Yes,24,,94.65,,N,None,3.9
1004,14-07-2019,YYC DT,3,0.89,138.66,,09-11-2023,Calgary Downtown,No,8,465.61,56.4,3,FALSE,NONE,4.5
7052,,YYC-DT,17,0,97.27,27-10-2021,01-12-2024,Calgary Downtown,N,45,2093.06,48.04,,Yes,,4
958,16-08-2021,YYC-se,8,,41.7,16-08-2021,09-08-2024,Calgary Se,N,17,1370.59,72.38,6,TRUE,,3.1
741,28-04-2023,YYC DT,0,,108.85,28-04-2023,,Calgary Downtown,N,3,87.3,40.94,2,No,None,4
29,20-08-2024,YYC SE,17,1.18,130.29,20-08-2024,14-12-2024,Calg SE,FALSE,,,,9,0,None,3.3
10542,31-08-2019,YYC-SE,14,,291.96,31-08-2019,07-05-2020,Calg SE,0,88,7990.68,93.15,12,,,4.1
999,03-06-2024,YYC-NW,14,1.58,363.43,03-06-2024,21-09-2024,Calg NW,,5,238.72,34.09,8,FALSE,none,3.5
6905,04-12-2021,YYC-se,2,0.92,342.59,04-12-2021,12-03-2024,Calgary Se,N,,438.82,85.94,1,,None,4.3
11563,11-11-2024,YYC-dt,14,,204.9,11-11-2024,08-03-2024,Calgary Downtown,FALSE,6,273.26,67.2,15,Y,,3.3
2700,12-07-2021,YYC-DT,7,0,55.41,12-07-2021,25-01-2024,Calgary Downtown,,13,1063.18,88.15,6,No,,3.1
598,26-06-2019,YYC-SE,,1.81,220.96,26-06-2019,03-06-2024,Calgary SE,FALSE,41,,58.5,4,No,,3.7
8928,24-07-2020,ONLINE,14,0,282.24,24-07-2020,16-08-2024,ONLINE,FALSE,67,2317.88,32.79,10,No,None ,3.8
10792,26-06-2020,YYC-DT,,0,108.78,26-06-2020,25-11-2024,calgary downtown,N,34,1380.32,42.54,7,FALSE,None,4.5
10387,15-09-2022,ONLINE,7,1.17,211.76,15-09-2022,17-03-2023,Online,FALSE,9,614.6,69.74,1,TRUE,LateDelivery,
11303,08-08-2019,YYC-dt,7,0.44,192.9,08-08-2019,01-12-2021,Calgary Downtown,No,40,3722.69,89.86,8,FALSE,,4
8512,21-10-2019,YYC NW,8,1.47,70.16,21-10-2019,05-01-2023,calgary nw,N,26,2338.18,91.19,7,FALSE,None,4.2
1188,02-03-2019,YYC-NW,19,0.35,199.15,02-03-2019,26-12-2021,Calg NW,0,111,3481.68,29.35,16,0,None,3.8
5428,,YYC SE,5,0,83.32,17-12-2021,26-02-2024,calgary se,FALSE,10,1029.93,96.71,1,TRUE,,
10257,19-06-2020,YYC-SE,6,1.21,153.39,19-06-2020,09-08-2023,calgary se,FALSE,33,2181.38,66.44,9,,NONE,3.8
4896,16-10-2024,YYC-DT,19,0,70.88,16-10-2024,07-08-2024,Calg Downtown,FALSE,4,186.91,44.46,14,0,None,3.7
6857,,YYC-DT ,13,0,201.42,13-02-2019,26-09-2019,CALGARY DOWNTOWN,Y,63,5139.63,77.67,6,FALSE,none,6.1
787,12-03-2019,YYC-DT ,10,,165.26,12-03-2019,21-02-2021,CALGARY DOWNTOWN,Y,52,4219.85,80.64,5,FALSE,None,4.4
7529,05-04-2024,YYC-DT,8,0,117.11,05-04-2024,22-09-2024,calgary downtown,0,4,237.48,61.37,7,Y,Damaged Book ,3.9
11174,07-07-2023,YYC-DT,15,0,198.77,07-07-2023,30-03-2024,Calgary Downtown,FALSE,21,1041.72,48.57,15,Y,,3.6
3193,,YYC-DT,16,0,150.04,24-11-2022,25-01-2024,calgary downtown,FALSE,24,1708.32,71.89,17,No,none,3.6
6169,28-02-2021,YYC DT,5,0.57,309.29,28-02-2021,28-07-2023,Calgary Downtown,0,15,432.77,36.58,3,TRUE,DAMAGED BOOK,2.8
4096,30-04-2024,YYC-DT,,1.4,102.58,30-04-2024,19-11-2024,Calgary Downtown,1,3,164.68,82.69,4,FALSE,,4.7
1203,10-06-2021,YYC DT,6,1.27,191.62,10-06-2021,10-07-2023,Calg Downtown,N,17,1053.72,57.94,6,Yes,Damaged Book,3.7
6472,25-10-2019,YYC-NW,,0.44,198.3,25-10-2019,26-06-2022,calgary nw,,32,,,5,FALSE,NONE,3.4
5456,30-10-2022,ONLINE,9,0.92,177.13,30-10-2022,07-02-2023,ONLINE,0,19,928.2,51.66,12,Y,rude staff,
2928,01-04-2022,ONLINE,18,,285.93,,17-04-2024,Online,FALSE,51,3145.27,60.16,21,1,WebsiteIssue,3.6
210,13-01-2024,YYC-NW ,9,0.73,148.94,13-01-2024,,CALGARY NW,0,8,,33.34,5,FALSE,,4.1
8578,27-01-2023,YYC-SE,2,2.65,93.76,27-01-2023,04-10-2023,Calgary SE  ,N,5,,85.2,4,0,NONE,3.7
10207,03-01-2022,YYC DT,10,3,142.2,03-01-2022,11-12-2022,Calg Downtown,TRUE,20,1429.78,66.8,11,1,None,4.9
11814,24-06-2022,YYC-NW,16,1.17,98.02,24-06-2022,27-07-2024,calgary nw,0,35,3224.63,89.96,14,N,None,3.8
2014,26-01-2024,YYC-DT,4,1.95,204.33,26-01-2024,22-06-2024,Calgary Downtown  ,0,,164.26,56.2,3,FALSE,None,4.2
10609,18-03-2020,YYC-NW,7,5.49,201.01,18-03-2020,17-01-2024,Calgary Nw,No,35,951.21,27.21,4,FALSE,None,3.8
1347,06-07-2020,YYC SE,14,0,434.17,06-07-2020,10-12-2021,Calgary Se,No,46,3787.18,85.84,10,0,,
8888,21-09-2021,ONLINE,2,1.02,96.67,21-09-2021,17-12-2022,Online,FALSE,2,280.98,68.59,0,FALSE,,4
2183,25-04-2020,YYC-SE,17,3.3,54.43,25-04-2020,24-11-2020,Calgary Se,FALSE,56,1999.98,30.92,,FALSE,None,4.2
7472,09-09-2023,YYC-NW,,0,307.56,09-09-2023,28-12-2024,Calgary NW  ,No,5,461.88,93.63,,N,None ,
2881,14-12-2021,YYC-DT,,1.61,153.7,14-12-2021,24-12-2022,Calgary Downtown,Y,47,3912.16,83.85,15,0,none,4.3
2444,11-07-2023,YYC-DT ,7,4.42,120.21,,01-10-2024,Calg Downtown,No,7,340.02,32.72,,FALSE,none,4.6
6434,20-06-2019,YYC-DT,11,1.39,94.3,20-06-2019,04-07-2024,CALGARY DOWNTOWN,FALSE,42,1275.21,30.43,7,N,NONE,4.1
9903,14-11-2024,YYC-DT,10,2.86,74.1,14-11-2024,13-01-2024,Calgary Downtown,0,0,109.51,55.09,8,No,,4.1
2223,21-11-2023,YYC-NW,18,1.14,114.92,21-11-2023,17-10-2024,Calgary Nw,No,,1728.78,83.06,17,No,NONE,4.7
3200,,YYC SE,7,0.39,144.4,14-05-2019,13-12-2024,Calgary SE,FALSE,34,2523.85,75.94,6,FALSE,None,3.2
4915,01-10-2021,YYC DT,17,0,71.55,01-10-2021,04-05-2024,Calgary Downtown,No,48,,32.51,,0,None ,4
3070,05-01-2024,YYC-se,7,4.05,52.89,05-01-2024,15-09-2024,Calg SE,No,5,225.97,38.6,5,TRUE,Damaged Book ,3.8
3633,27-07-2024,YYC-NW,2,0,426.46,27-07-2024,18-12-2024,Calgary NW,No,0,0.05,0,3,TRUE,Rude Staff ,3
11221,08-02-2020,online,,1.48,143.2,08-02-2020,29-10-2021,Online,0,60,2089.39,31.97,,1,None,3
107,08-10-2019,YYC-SE,3,3.16,377.57,08-10-2019,26-05-2021,Calgary Se,FALSE,21,677.56,33.78,4,FALSE,None,4.6
9285,,YYC-dt,5,,90.13,23-05-2024,22-09-2024,calgary downtown,FALSE,4,159.75,54.36,9,No,,4.8
3717,01-04-2022,YYC-SE,2,,320.52,01-04-2022,20-03-2023,Calgary SE,N,7,250.01,36.74,1,TRUE,website issue,3.7
3268,18-02-2023,YYC-DT,9,3.01,176.79,18-02-2023,24-12-2023,Calg Downtown,No,14,1227.53,90.54,,FALSE,,3.5
11493,,YYC-NW,2,0.01,176.37,02-06-2023,16-10-2024,CALGARY NW,TRUE,3,128.69,42.96,1,N,,4.5
8600,08-04-2019,ONLINE,,0.89,102.14,08-04-2019,,Online,0,,4261.05,80.18,9,FALSE,None,3.8
11263,14-07-2020,YYC-DT,5,2.23,88.64,,16-06-2021,Calgary Downtown  ,FALSE,26,1011.97,40.64,,FALSE,None ,4.8
10570,13-11-2022,yyc-se,7,3.11,198.4,13-11-2022,24-09-2023,Calgary SE,0,18,,62.08,5,N,,3.9
9872,05-11-2019,YYC SE,7,3.5,141.54,05-11-2019,,calgary se,FALSE,32,2634.18,83.42,5,N,None,
8031,02-02-2023,YYC-dt,14,0,197,02-02-2023,13-11-2024,CALGARY DOWNTOWN,FALSE,21,965.54,45.66,8,No,None,
7873,01-08-2022,YYC-DT,4,0,116.59,,10-10-2024,calgary downtown,FALSE,8,715.71,90.46,3,FALSE,None,
8785,06-08-2020,yyc-se,,,234.67,06-08-2020,05-11-2021,Calg SE,FALSE,53,4305.29,80.36,13,TRUE,None,3.7
9796,16-07-2020,ONLINE,9,0,69.64,16-07-2020,20-01-2021,Online  ,TRUE,32,2594.17,85.94,6,No,,4.1
2166,24-12-2023,ONLINE,7,5.95,220.55,24-12-2023,17-09-2024,Online,No,,,60.6,2,N,NONE,4.1
3724,19-01-2023,YYC-NW ,12,0,65.74,19-01-2023,12-10-2023,Calgary NW  ,FALSE,17,490.06,23.98,9,FALSE,None,4.2
3645,04-03-2019,YYC-DT,9,0,189.01,04-03-2019,20-05-2022,CALGARY DOWNTOWN,No,64,2455.24,40.96,,No,,3.7
1255,24-10-2022,YYC-SE,12,0,25.57,24-10-2022,21-03-2024,Calg SE,0,,2439.83,86.33,14,0,,3.4
6862,07-06-2024,YYC-NW,17,0,59.89,07-06-2024,06-09-2024,CALGARY NW,TRUE,9,489.93,45.74,15,No,None,5.1
6763,07-10-2022,YYC-SE,19,,106.77,07-10-2022,26-08-2024,Calg SE,TRUE,44,3759.58,84.15,16,No,none,4.2
8072,13-05-2020,YYC-NW,7,4.3,146.08,13-05-2020,17-03-2022,Calgary NW  ,FALSE,,1488.53,51.05,5,TRUE,Website Issue ,
9305,21-05-2022,YYC SE,1,0,159.13,21-05-2022,05-05-2024,calgary se,FALSE,8,731.91,90.57,4,No,None,4.7
1471,19-10-2019,YYC DT,3,0.83,66.04,19-10-2019,18-04-2024,CALGARY DOWNTOWN,N,14,517.47,39.47,1,Yes,Website Issue,4
2168,19-11-2019,YYC DT,15,0.26,383.16,19-11-2019,17-01-2021,Calgary Downtown  ,N,82,5763.19,69.64,13,FALSE,None ,3.7
6173,14-06-2022,YYC SE,12,0.94,61.7,14-06-2022,03-12-2022,Calgary SE  ,0,25,1945.57,176.55,7,N,NONE,4
5422,06-01-2019,YYC-DT,15,2.18,124.73,06-01-2019,09-08-2023,Calgary Downtown  ,,85,5948.61,71.89,17,FALSE,none,4.1
11864,19-04-2021,YYC DT,16,0,97.76,19-04-2021,07-02-2024,CALGARY DOWNTOWN,No,57,2213.46,38.35,13,1,RUDE STAFF,3.6
4434,,YYC-DT,19,0,64.79,09-07-2024,20-11-2024,Calgary Downtown,No,,369.67,63.98,12,FALSE,None,5.3
6841,04-04-2019,YYC-DT,18,0,235.85,,24-12-2019,Calgary Downtown,Yes,109,,49.56,11,0,NONE,4.5
8532,24-10-2022,yyc-dt,13,2.41,97.77,,30-04-2024,CALGARY DOWNTOWN,FALSE,31,1405.97,44.54,,,None ,3.5
9342,14-02-2021,YYC-NW,18,3.56,334.61,,26-11-2024,Calg NW,FALSE,65,4097.63,60.01,15,0,None,3.6
4554,21-07-2020,YYC-DT,6,0.8,90.58,21-07-2020,22-09-2023,CALGARY DOWNTOWN,No,23,1527.85,,5,Yes,,3.7
220,30-09-2022,YYC-NW,16,0.9,60.53,30-09-2022,28-11-2024,Calg NW,FALSE,33,3015.68,91.88,10,0,None ,4.5
729,11-05-2021,YYC-NW,17,0,119.76,11-05-2021,23-07-2024,Calgary NW  ,TRUE,63,4822.45,78.25,12,No,NONE,4.1
6707,09-12-2024,YYC-SE,12,2.59,49.61,09-12-2024,,Calgary SE  ,N,3,237.47,77.2,,No,NONE,4.1
111,15-05-2023,YYC-NW,9,2.96,64.57,,15-06-2024,Calg NW,FALSE,,,83.2,10,,None ,
10753,13-11-2020,YYC-DT,13,2.52,72.19,13-11-2020,08-06-2024,Calgary Downtown,N,39,2672.89,,13,FALSE,None ,4.1
1222,19-02-2022,YYC-NW,12,0,38.77,19-02-2022,01-03-2023,CALGARY NW,TRUE,30,930.42,32.69,12,,none,4.5
7977,07-04-2021,yyc-nw,5,0.28,137.75,07-04-2021,29-11-2022,calgary nw,N,16,1341.47,80.85,6,N,None,
937,31-08-2020,YYC-NW,3,0.5,36.27,31-08-2020,15-02-2022,Calgary NW,FALSE,16,956.13,,2,No,NONE,4.4
9366,29-03-2024,YYC DT,20,0,154.48,29-03-2024,19-07-2024,CALGARY DOWNTOWN,Yes,8,660.08,68.88,15,0,none,4.8
8714,09-09-2019,YYC-SE,15,3.16,158.54,09-09-2019,23-03-2024,Calgary SE  ,0,79,5342.85,67.13,4,No,None,4.1
3690,09-07-2022,YYC-NW,,,102.74,09-07-2022,09-07-2024,Calg NW,0,22,1096.79,48.82,10,No,None,4.6
6725,08-11-2019,YYC-DT,15,0.34,168.57,08-11-2019,15-05-2023,Calgary Downtown  ,0,57,1740.74,31.96,12,N,NONE,4.6
4965,18-06-2020,YYC-NW,17,,129.82,18-06-2020,05-10-2020,CALGARY NW,No,,5573.58,80.93,11,0,None,4.4
9604,21-06-2019,YYC SE,17,,256.69,21-06-2019,22-11-2019,Calgary Se,No,74,4384.06,60.7,12,FALSE,,3.4
4044,29-04-2019,YYC NW,17,,115.95,29-04-2019,29-11-2021,Calgary NW  ,No,105,3624.39,,21,FALSE,None,4.1
2998,26-11-2021,YYC-DT,5,0.08,135.3,26-11-2021,13-05-2024,calgary downtown,1,20,1158.7,59.13,6,,,4.8
858,10-05-2024,YYC-NW,3,2.9,89.24,10-05-2024,09-11-2024,calgary nw,FALSE,2,40.64,39.21,2,No,None,4.9
1905,20-09-2020,yyc-dt,,0,103.61,20-09-2020,02-12-2021,Calg Downtown,1,58,5207.83,92.17,,N,,4
9238,,YYC-SE,13,1.24,49.16,07-10-2023,23-12-2024,calgary se,N,13,975.08,78.29,14,1,None,3.5
1480,21-09-2019,YYC-dt,2,,78.54,21-09-2019,30-08-2022,Calgary Downtown  ,FALSE,10,735.45,72.61,2,FALSE,None,4.3
3721,16-05-2020,YYC-se,6,0,59.5,16-05-2020,28-02-2024,Calgary SE,FALSE,36,1112.45,34.43,6,No,NONE,4.2
3068,22-11-2024,online,19,2.15,179.98,22-11-2024,01-02-2024,online,0,6,444.02,88.06,17,,None,1.1
4597,,YYC NW,11,0.67,214.72,22-02-2020,18-05-2024,calgary nw,No,50,4238.32,86.22,10,No,NONE,3.5
4418,22-05-2021,YYC-DT,,0,108.19,22-05-2021,14-07-2023,Calgary Downtown,FALSE,7,565.99,79.31,2,FALSE,None,3.7
9536,04-05-2019,YYC-NW,20,3.51,116.71,04-05-2019,01-09-2021,Calgary NW  ,,119,9703.12,79.78,15,FALSE,none,4
10014,17-01-2019,yyc-nw,7,0,73.58,17-01-2019,06-09-2021,Calgary NW  ,N,46,3016.16,69.28,4,Y,,3.6
935,04-03-2023,YYC-DT,4,,182.02,04-03-2023,18-12-2023,calgary downtown,No,5,358.07,59.86,4,1,None,3.5
8892,28-11-2019,YYC SE,17,0,43.94,28-11-2019,15-04-2024,Calgary SE  ,Y,80,2687.65,32.69,11,0,None,4.5
3567,05-09-2024,YYC-DT ,10,3.89,289.4,05-09-2024,,Calgary Downtown,,1,175,87.64,10,1,BILLING ERROR,2.7
6999,,YYC-DT,,,86.52,05-04-2019,30-01-2023,Calgary Downtown  ,No,76,6799.98,,10,FALSE,None,2.2
9717,28-03-2023,YYC-DT,15,0.44,64.94,28-03-2023,28-06-2023,Calgary Downtown,0,22,1506.68,,16,No,none,4.1
4286,12-03-2023,YYC SE,11,0.36,67.18,12-03-2023,29-04-2024,calgary se,N,17,1327.11,76.76,14,,None,3.8
2209,07-02-2024,YYC DT,16,1.92,470.63,07-02-2024,13-11-2024,Calg Downtown,No,10,631.38,58.08,13,FALSE,None ,4.2
5610,28-04-2022,YYC-se,4,0,51.43,28-04-2022,02-08-2023,Calg SE,,11,516.39,55.23,7,0,None,3.8
10318,13-06-2023,YYC-DT ,13,0,81.42,,27-01-2024,Calg Downtown,No,20,,62.99,8,0,None,4.5
